UserId:ItemId,Rating
33ce7ee122:34cb28c370,4.90584653003907
eab9e065e5:34cb28c370,4.840264834563919
f785763291:34cb28c370,4.729923071640897
5f8185d75d:34cb28c370,4.7775842194615095
0eeef87507:1dfcdde662,4.536588784513376
cc5199f2f7:7724ef1f69,4.921699445544315
82ae2469c6:bc3b9136bc,4.306519447587212
afced32639:89138b3fef,4.596047174572166
cea1eee489:89138b3fef,4.707159378877689
2bb8f34435:ee46c55ce9,4.209967566436568
355c1965c6:47fbb47c3e,5.0
ee96e33972:47fbb47c3e,3.9597762578066007
ad9b954e7d:47fbb47c3e,4.972227036939859
08094b7c2e:d9c70d1ac6,4.5074795254134905
6d7faa7b56:d9c70d1ac6,3.7157296553072388
e89adb845b:972e7ee0b6,4.14394328433054
678dab68a5:972e7ee0b6,3.8614949186640306
8952fbc06b:972e7ee0b6,4.494803706227654
d024341d3b:565cf650b0,4.838335987028474
a463ad7c2e:751afdc39b,4.496277631906839
16f1eee90f:751afdc39b,4.859199990590186
2ac929c26f:751afdc39b,4.393735836119637
18e8d8d43c:e9440489d3,4.008591884093317
87b2ec63e1:26d30a08c5,3.812816897251974
f35698f27c:26d30a08c5,4.342353342203508
5f7978e83a:5e83d4a0b7,4.5222823666374605
c032d35dbb:26d30a08c5,3.873814170876883
8e5c639a87:eb98bae7af,4.590354379794116
c0a8373027:a13b02f7c3,4.688112279814167
6e1fd87e63:c1c4ae27c3,4.479492251724092
891382c830:a13b02f7c3,4.779028332179504
e1f9b71896:a13b02f7c3,4.8697264689183335
400223b755:d41a4e4da8,4.179546960273174
4c7ff10720:d41a4e4da8,4.630095099621546
2234de8d67:546759892e,4.757653206062021
bcc676609e:546759892e,3.9536776666470876
0a41bf5da7:546759892e,3.637090112849423
21652fd957:008b7b011c,4.980945340126834
9ddbfe25f8:5e457c2085,4.667984015501565
bc2279b81d:5e457c2085,4.763507770797866
096ae30da5:5e457c2085,4.476637964467072
931388028d:5e457c2085,4.342928657181205
2b3d167a17:5e457c2085,4.7402989114542216
7235786b8d:5e457c2085,4.377621587226542
4f0563e0bb:330aa062c7,4.421559522292068
4b231b0598:a2c86e7468,4.2557741597210725
4727387d16:a2c86e7468,3.450178517011785
966647bebb:aceb777ebd,4.621140750045397
6e1fd87e63:aceb777ebd,4.672656764595367
398e8bc25f:57849301c6,4.783905647263796
ded3746396:57849301c6,4.854616678046767
1aff1789e4:57849301c6,4.920617705715898
296df466ee:57849301c6,4.034832180310299
a633d03ee2:cdcec4838e,4.171564670915454
5cfa210a0f:cdcec4838e,5.0
4bd6f61461:cdcec4838e,4.881095596240269
0abaa2e984:cdcec4838e,4.537351559798827
1b250e51a2:cdcec4838e,4.856187963432058
28828e9f25:16330c5624,4.5548396996654175
c3d6bde8d8:16330c5624,3.8314226962657694
838e23bb03:16330c5624,3.6809659987260948
dc0f931de3:16330c5624,4.491368736956593
5da037069c:16330c5624,4.040440858031749
d540cf6848:2ca54470a2,3.977896288628692
3adfe81e56:f0ebb92675,4.1677381318072015
2398a3e27f:f0ebb92675,4.528660141829458
4f392a0971:f0ebb92675,4.841271200432189
942749c0c7:f0ebb92675,4.658647368921498
100940ccba:f0ebb92675,3.60036334854284
d1664ac0e5:f0ebb92675,4.796066058992986
4be56a9594:f0ebb92675,4.853202588301759
ae3257080b:f0ebb92675,3.8253246163624928
a8dbb709a5:f0ebb92675,4.752550437433251
bcb2d19497:d9ec7ed142,3.760252572240117
851d603e31:d9ec7ed142,4.130298883204438
f03aa32f8e:d3e354ee2b,4.287995629409373
bb4ba16881:d3e354ee2b,4.214431351840907
0b32ae8e43:aab88ae533,4.149246447362353
6700846e95:aab88ae533,4.96508934482773
1c060ae707:aab88ae533,4.809890472649419
dfe7f12ec2:aab88ae533,4.863082801324014
3c89cb966b:aab88ae533,3.972372671515476
a13a53f4d5:aab88ae533,3.4240308655701375
4c4386636e:aab88ae533,4.654360977500778
b321ac937d:aab88ae533,4.820732372088481
12713ca3f1:aab88ae533,4.821936989408143
d6bd460efd:6d37da671e,4.412030204957418
da787358cf:6d37da671e,3.3110715196360845
ec45156bd3:7a0bd51366,4.553256407270864
ba65ad117b:dea3adfa34,3.643842039835355
5a46b76f0b:dea3adfa34,4.890875113859744
8e3a8a2bef:dea3adfa34,4.835978272130829
38fdd2db62:ef9cfd0d1c,4.649472714162958
88fecf8db0:ef9cfd0d1c,4.853221235984018
803217abb1:185a12e494,4.965203023872615
118ca3c667:185a12e494,4.204156717083105
c873665b79:ddf717ec75,5.0
217e5ffabb:185a12e494,4.965683518035069
6907a4675c:185a12e494,4.544345416864898
9860becdf9:185a12e494,3.9817681281203954
77f1e582b8:185a12e494,4.90665446635926
d885562a71:185a12e494,4.861795949483387
9e0f9c923d:185a12e494,4.909772378994726
f58828c635:3a6a459c93,4.940497401528494
6440416c7a:3a6a459c93,5.0
7debc49244:3a6a459c93,4.009376299429555
53bdc48070:3a6a459c93,4.795668139767309
dfe07192b1:1774c14e11,4.808104708106592
f28b3a918a:a4cda62033,4.283213838459281
c4668916d5:aa6b19dc05,3.2214145314349962
564544570b:0b7d6a161e,4.592973007351762
a949117d65:0b7d6a161e,3.6973036822290783
456d542d96:0b7d6a161e,3.6867544199909656
c0a8cffd4f:0b7d6a161e,3.0681807944465507
5a314e477b:0b7d6a161e,4.361799898022151
65863a333e:b03c96ae95,3.568067133628717
ea4a640ee8:b03c96ae95,3.476244241547319
4a462b00a3:b03c96ae95,4.061149680963454
df1925cabe:8be0f9bdd2,5.0
52f832378c:8be0f9bdd2,4.707254674553705
c7abc90288:8be0f9bdd2,5.0
026bbdda8f:8be0f9bdd2,5.0
2dd00f4732:a4a2208915,3.662113262484933
81ea9ed40d:a4a2208915,4.869038405602076
c58fdd36e9:a4a2208915,4.0088754381060445
a2cfbe2fdf:a4a2208915,4.906017243880958
b1dc9e599c:a4a2208915,4.1712985834219225
a42cfbf563:ef52726391,4.910009390230306
b0cb992b8c:150f61ba17,3.845964526493136
81aa308e9a:150f61ba17,4.184256200550174
c33371937e:150f61ba17,4.009520643570242
e2b8aa5153:150f61ba17,4.663044279292885
6de64cd2f4:150f61ba17,3.5431425443025852
e575a406be:150f61ba17,4.754737366558362
b51e345632:150f61ba17,4.288005147496519
6f063124cf:150f61ba17,4.71728256914085
0e822f21e6:150f61ba17,3.8464245627620786
f79ba71507:150f61ba17,4.634248608702272
15ca9f7d93:150f61ba17,3.433143028915114
e226c1587a:150f61ba17,4.724473911474853
eed0f2241f:150f61ba17,4.062104206640663
91819bc4d1:150f61ba17,4.109450050804974
6cf52212c0:150f61ba17,4.170070780126853
1c45fd2cab:150f61ba17,3.5433013644329847
60848b9674:150f61ba17,4.0321792097038225
092ed48aee:150f61ba17,4.751579487052314
b993a0057f:150f61ba17,4.800827662890661
a31d02ff77:150f61ba17,4.731232800462169
0fc259888c:150f61ba17,4.4936310995194635
31cb01e219:150f61ba17,3.8539822453350148
5623a5aedc:150f61ba17,4.651792420657675
e2a1b7411e:150f61ba17,4.1990880930326036
3e32ed9418:150f61ba17,3.6897762069934594
2e2d4de7c4:150f61ba17,4.525001997795216
b30b01fb7b:150f61ba17,4.821592591336785
043b8f541c:b77182a73d,4.08004263197501
adbe2a4f29:b77182a73d,4.553009264340389
d2efd8d4a7:554dbc7ce2,4.964753620418795
8e51cd3a16:adb5cc934b,3.0918976518508727
6f125d25be:adb5cc934b,3.8024596718214196
6e99e74601:3a23f54edf,3.759712500066095
2c3487ac6a:e7abe335f6,5.0
ca11e38e22:ee0d7ccb0f,4.693066833113637
750b2075cc:1fcb7c4d1f,4.769363790646199
db37e569a4:7d423bffc6,3.9842967002398586
caa66885a9:7d423bffc6,4.04257162635865
c39b07a1c9:7d423bffc6,4.697157865427843
27f0a18d2a:8b4eebe4b7,4.638479832571139
2654393df8:25a3c6f998,3.923165045525558
b69eddabcd:25a3c6f998,4.472536675744831
471ccdcab1:25a3c6f998,3.44806178794992
8bad9641e2:25a3c6f998,3.58538896144021
48db80ee5d:25a3c6f998,4.44536446071718
83b208ef22:25a3c6f998,3.591930356478982
8f18d8f146:25a3c6f998,4.216983858492896
8ee2dadcb9:25a3c6f998,4.338522111584859
128ac79683:adee0c7022,4.808571538224416
1ef39f242a:adee0c7022,4.757311357880949
515f7759e4:c0ed3ac268,4.751525800584091
14d4130e58:ddc38b790d,3.7962321336558156
abc034e088:ddc38b790d,4.619596490948497
9e2c50f319:ddc38b790d,4.625895854442257
fee2e054b3:ddc38b790d,4.480831422672408
029c0b1a4d:ddc38b790d,3.583019950448578
80f7d76a07:ddc38b790d,2.976053002850331
20d197e3df:956c5f450c,4.001969981411841
41fa3e129b:511c59dd9d,4.031819203545308
a1930b7b68:81013010ee,4.920041535268419
54a02b388e:7f6149e567,3.736504213965019
69b22bf055:7f6149e567,4.628233766193727
bf67fb05f6:147ae832d6,4.715083127116189
572bea0ce1:99df26dee1,4.033936827198252
b19c8f3e7b:dedde4edc4,5.0
eef70e2981:dedde4edc4,4.065741043342559
c157c561c6:dedde4edc4,4.735233923670629
e49a144e36:dedde4edc4,3.985398201415424
304c5f381f:99df26dee1,4.618781892460398
a949117d65:99df26dee1,3.8995844546275342
28eae5d9e9:99df26dee1,4.787361061463189
a56c6fb001:99df26dee1,4.752041748907458
9e059578db:99df26dee1,4.91938740988131
2cdec2a67f:99df26dee1,4.818257964464838
